時間軸コード,時点,人口区分,都道府県コード,地域,性別,区分,単位,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85歳以上
2024001010,2024年10月1日現在,日本人人口,14000,神奈川県,女,人口,千人,4512,137,163,179,189,230,247,229,240,273,320,377,329,266,232,270,289,250,291
2024001010,2024年10月1日現在,日本人人口,15000,新潟県,女,人口,千人,1066,29,36,42,44,38,38,43,51,60,70,74,69,68,74,88,79,65,98
2024001010,2024年10月1日現在,日本人人口,16000,富山県,女,人口,千人,500,14,17,19,21,18,18,19,23,26,33,39,33,31,32,39,41,33,44
2024001010,2024年10月1日現在,日本人人口,17000,石川県,女,人口,千人,556,17,20,23,25,25,23,24,27,31,37,43,36,34,34,39,43,33,43
2024001010,2024年10月1日現在,日本人人口,18000,福井県,女,人口,千人,368,12,14,16,17,13,13,15,18,20,24,26,24,24,25,28,27,22,31
2024001010,2024年10月1日現在,日本人人口,19000,山梨県,女,人口,千人,391,12,14,15,17,17,15,16,18,21,25,28,27,26,26,30,28,24,33
2024001010,2024年10月1日現在,日本人人口,20000,長野県,女,人口,千人,992,29,36,41,43,36,35,40,47,54,66,73,66,62,64,73,74,63,90
2024001010,2024年10月1日現在,日本人人口,21000,岐阜県,女,人口,千人,950,28,35,40,43,40,36,37,44,51,62,72,64,61,61,72,72,59,73
2024001010,2024年10月1日現在,日本人人口,22000,静岡県,女,人口,千人,1729,50,63,72,76,66,65,72,85,98,114,132,117,108,111,130,129,108,134
2024001010,2024年10月1日現在,日本人人口,23000,愛知県,女,人口,千人,3595,122,145,158,164,176,185,181,194,213,249,288,243,210,190,221,237,196,221
2024001010,2024年10月1日現在,日本人人口,24000,三重県,女,人口,千人,845,25,31,35,37,34,33,35,40,46,56,65,57,54,54,62,63,52,65
2024001010,2024年10月1日現在,日本人人口,25000,滋賀県,女,人口,千人,691,24,29,32,33,32,31,32,37,42,49,53,45,41,40,46,45,35,44
2024001010,2024年10月1日現在,日本人人口,26000,京都府,女,人口,千人,1279,36,44,49,54,66,64,58,62,72,86,100,86,75,70,86,96,79,96
2024001010,2024年10月1日現在,日本人人口,27000,大阪府,女,人口,千人,4421,138,155,170,181,224,244,226,232,254,302,362,310,255,224,273,307,268,297
2024001010,2024年10月1日現在,日本人人口,28000,兵庫県,女,人口,千人,2737,84,100,112,117,119,117,119,135,156,186,218,191,171,162,188,198,163,201
2024001010,2024年10月1日現在,日本人人口,29000,奈良県,女,人口,千人,672,19,23,27,29,29,26,27,31,36,43,52,47,42,42,50,53,44,50
2024001010,2024年10月1日現在,日本人人口,30000,和歌山県,女,人口,千人,460,13,16,18,19,16,16,18,21,24,28,34,32,31,31,36,37,31,41
2024001010,2024年10月1日現在,日本人人口,31000,鳥取県,女,人口,千人,273,9,10,12,12,10,9,11,13,16,17,18,16,17,19,22,20,16,26
2024001010,2024年10月1日現在,日本人人口,32000,島根県,女,人口,千人,325,10,12,14,14,11,11,13,15,17,20,21,19,20,22,26,25,20,35
2024001010,2024年10月1日現在,日本人人口,33000,岡山県,女,人口,千人,932,30,35,39,40,43,42,41,47,52,61,69,57,54,57,65,70,56,77
2024001010,2024年10月1日現在,日本人人口,34000,広島県,女,人口,千人,1369,43,53,60,60,57,57,60,68,78,92,105,89,81,82,96,101,81,105
2024001010,2024年10月1日現在,日本人人口,35000,山口県,女,人口,千人,661,19,22,26,27,23,23,24,29,35,42,47,42,40,44,54,56,46,62
2024001010,2024年10月1日現在,日本人人口,36000,徳島県,女,人口,千人,353,10,12,13,14,13,12,13,16,19,22,25,23,23,26,30,28,22,33
2024001010,2024年10月1日現在,日本人人口,37000,香川県,女,人口,千人,465,14,17,19,20,17,16,19,22,26,32,35,29,28,31,35,37,28,39
2024001010,2024年10月1日現在,日本人人口,38000,愛媛県,女,人口,千人,661,18,23,26,27,22,23,25,31,36,43,48,43,43,46,54,53,42,60
2024001010,2024年10月1日現在,日本人人口,39000,高知県,女,人口,千人,342,9,11,13,13,11,11,12,15,18,22,24,21,22,24,28,29,23,35
2024001010,2024年10月1日現在,日本人人口,40000,福岡県,女,人口,千人,2630,88,105,113,114,127,128,128,142,161,179,188,163,152,157,184,174,139,188
2024001010,2024年10月1日現在,日本人人口,41000,佐賀県,女,人口,千人,408,14,17,18,19,16,15,17,20,24,26,27,25,26,28,32,27,23,34
2024001010,2024年10月1日現在,日本人人口,42000,長崎県,女,人口,千人,654,20,24,28,27,22,22,25,30,35,40,44,43,44,48,55,48,40,58
2024001010,2024年10月1日現在,日本人人口,43000,熊本県,女,人口,千人,877,30,36,39,38,34,32,37,44,50,55,56,54,56,61,68,60,50,78
2024001010,2024年10月1日現在,日本人人口,44000,大分県,女,人口,千人,559,17,20,23,23,19,19,22,26,31,36,38,34,35,39,46,44,35,51
2024001010,2024年10月1日現在,日本人人口,45000,宮崎県,女,人口,千人,538,18,21,24,23,18,18,21,26,31,34,35,32,35,39,44,39,31,48
2024001010,2024年10月1日現在,日本人人口,46000,鹿児島県,女,人口,千人,796,26,32,35,33,27,28,32,39,46,49,50,49,53,60,64,54,45,73
2024001010,2024年10月1日現在,日本人人口,47000,沖縄県,女,人口,千人,732,33,38,41,38,33,34,38,44,47,50,52,45,44,45,47,32,27,43
